___November_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  14  78 -153.00   65.00       -3.9086
  15  78 -151.00   65.00       -2.7033
  16  78 -149.00   65.00       -2.6900
  17  78 -147.00   65.00       -2.6500
  18  78 -145.00   65.00       -2.6500
  19  78 -143.00   65.00       -2.3159
  20  78 -141.00   65.00       -2.3159
  21  78 -139.00   65.00       -2.1808
  22  78 -137.00   65.00       -2.1358
  23  78 -135.00   65.00       -0.9176
  24  78 -133.00   65.00        0.5175
  25  78 -131.00   65.00        0.5175
  26  78 -129.00   65.00        0.5175
  27  78 -127.00   65.00        0.5175
  28  78 -125.00   65.00        0.8533
  29  78 -123.00   65.00        0.8533
  30  78 -121.00   65.00        1.9179
  31  78 -119.00   65.00        2.2727
  32  78 -117.00   65.00        3.3206
  33  78 -115.00   65.00        3.7448
  34  78 -113.00   65.00        3.7830
  35  78 -111.00   65.00        3.9754
  36  78 -109.00   65.00        3.9754
  37  78 -107.00   65.00     9999.0000
  38  78 -105.00   65.00     9999.0000
  39  78 -103.00   65.00     9999.0000
  40  78 -101.00   65.00     9999.0000
  41  78  -99.00   65.00        6.9143
  42  78  -97.00   65.00        6.9143
  43  78  -95.00   65.00        6.9093
  44  78  -93.00   65.00        6.8943
  45  78  -91.00   65.00        6.8943
  46  78  -89.00   65.00        6.0372
  47  78  -87.00   65.00        6.0372
  48  78  -85.00   65.00        5.8948
  49  78  -83.00   65.00        5.8546
  50  78  -81.00   65.00        5.4474
  51  78  -79.00   65.00        5.0403
  52  78  -77.00   65.00        5.0403
  53  78  -75.00   65.00        5.0403
  54  78  -73.00   65.00        5.0403
  55  78  -71.00   65.00        2.1584
  56  78  -69.00   65.00        2.1584
  57  78  -67.00   65.00        2.1700
  58  78  -65.00   65.00        2.1739
  59  78  -63.00   65.00        2.8133
  60  78  -61.00   65.00        3.4528
  61  78  -59.00   65.00        3.4012
  62  78  -57.00   65.00        3.2464
  63  78  -55.00   65.00        3.2464
  64  78  -53.00   65.00        0.5661
  65  78  -51.00   65.00        0.5661
  66  78  -49.00   65.00        0.5288
  67  78  -47.00   65.00        0.5142
  68  78  -45.00   65.00        0.5142
  69  78  -43.00   65.00     9999.0000
  70  78  -41.00   65.00     9999.0000
  71  78  -39.00   65.00     9999.0000
  72  78  -37.00   65.00     9999.0000
  73  78  -35.00   65.00       -0.4461
  74  78  -33.00   65.00       -0.4461
  75  78  -31.00   65.00       -0.4049
  76  78  -29.00   65.00       -0.3932
  77  78  -27.00   65.00        0.0216
  78  78  -25.00   65.00        0.4365
  79  78  -23.00   65.00        0.4830
  80  78  -21.00   65.00        0.6225
  81  78  -19.00   65.00        0.6225
  82  78  -17.00   65.00        0.4098
  83  78  -15.00   65.00        0.4098
  84  78  -13.00   65.00        0.4211
  85  78  -11.00   65.00        0.4248
  86  78   -9.00   65.00        0.4591
  87  78   -7.00   65.00        0.4933
  88  78   -5.00   65.00        0.5012
  89  78   -3.00   65.00        0.5250
  90  78   -1.00   65.00        0.5250
  91  78    1.00   65.00        0.8926
  92  78    3.00   65.00        0.8926
  93  78    5.00   65.00        0.9623
  94  78    7.00   65.00        0.9856
  95  78    9.00   65.00        1.1621
  96  78   11.00   65.00        1.3386
  97  78   13.00   65.00        1.3158
  98  78   15.00   65.00        1.2474
  99  78   17.00   65.00        1.2474
 100  78   19.00   65.00        0.4885
 101  78   21.00   65.00        0.4885
 102  78   23.00   65.00        0.5521
 103  78   25.00   65.00        0.5734
 104  78   27.00   65.00        0.8296
 105  78   29.00   65.00        1.0858
 106  78   31.00   65.00        1.0938
 107  78   33.00   65.00        1.1177
 108  78   35.00   65.00        1.1177
 109  78   37.00   65.00        1.2340
 110  78   39.00   65.00        1.2340
 111  78   41.00   65.00        1.2684
 112  78   43.00   65.00        1.2799
 113  78   45.00   65.00        1.4193
 114  78   47.00   65.00        1.5588
 115  78   49.00   65.00        1.5478
 116  78   51.00   65.00        1.5147
 117  78   53.00   65.00        1.5147
 118  78   55.00   65.00        1.1996
 119  78   57.00   65.00        1.1996
 120  78   59.00   65.00        1.1861
 121  78   61.00   65.00        1.1815
 122  78   63.00   65.00        1.4308
 123  78   65.00   65.00        1.6800
 124  78   67.00   65.00        1.6887
 125  78   69.00   65.00        1.7148
 126  78   71.00   65.00        1.7148
 127  78   73.00   65.00        2.2022
 128  78   75.00   65.00        2.2022
 129  78   77.00   65.00        2.2322
 130  78   79.00   65.00        2.2422
 131  78   81.00   65.00        2.9431
 132  78   83.00   65.00        3.6440
 133  78   85.00   65.00        3.6715
 134  78   87.00   65.00        3.7540
 135  78   89.00   65.00        3.7540
 136  78   91.00   65.00        5.3386
 137  78   93.00   65.00        5.3386
 138  78   95.00   65.00        5.1659
 139  78   97.00   65.00        5.1084
 140  78   99.00   65.00        4.7383
 141  78  101.00   65.00        4.2624
 142  78  103.00   65.00        4.2897
 143  78  105.00   65.00        4.3715
 144  78  107.00   65.00        4.3715
 145  78  109.00   65.00        5.2406
 146  78  111.00   65.00        5.2406
 147  78  113.00   65.00        5.2922
 148  78  115.00   65.00        5.3094
 149  78  117.00   65.00        4.9867
 150  78  119.00   65.00        4.6639
 151  78  121.00   65.00        4.6647
 152  78  123.00   65.00        4.6670
 153  78  125.00   65.00        4.6670
 154  78  127.00   65.00        5.4658
 155  78  129.00   65.00        5.4658
 156  78  131.00   65.00        5.6304
 157  78  133.00   65.00        5.6852
 158  78  135.00   65.00        7.8577
 159  78  137.00   65.00       10.0302
 160  78  139.00   65.00        9.9587
 161  78  141.00   65.00        9.7444
 162  78  143.00   65.00        9.7444
 163  78  145.00   65.00        6.7334
 164  78  147.00   65.00        6.7334
 165  78  149.00   65.00        6.7550
 166  78  151.00   65.00        6.7623
 167  78  153.00   65.00        7.1038
 168  78  155.00   65.00        7.4453
 169  78  157.00   65.00        7.4435
 170  78  159.00   65.00        7.4371
 171  78  161.00   65.00        7.4371
 172  78  163.00   65.00        1.8224
 173  78  165.00   65.00        1.8224
 174  78  167.00   65.00        1.7340
 175  78  169.00   65.00        1.7046
 176  78  171.00   65.00        0.4547
 177  78  173.00   65.00       -0.7952
 178  78  175.00   65.00       -0.8487
 179  78  177.00   65.00       -1.0092
 180  78  179.00   65.00       -1.0092
   1  79 -179.00   67.00       -2.2550
   2  79 -177.00   67.00       -2.2550
   3  79 -175.00   67.00       -2.2550
   4  79 -173.00   67.00       -2.2550
   5  79 -171.00   67.00       -3.6417
   6  79 -169.00   67.00       -5.0285
   7  79 -167.00   67.00       -5.0285
   8  79 -165.00   67.00       -5.0285
   9  79 -163.00   67.00       -5.0285
  10  79 -161.00   67.00       -4.2913
  11  79 -159.00   67.00       -4.2913
  12  79 -157.00   67.00       -4.2913
  13  79 -155.00   67.00       -4.2913
  14  79 -153.00   67.00       -3.0741
  15  79 -151.00   67.00       -1.8569
  16  79 -149.00   67.00       -1.8569
  17  79 -147.00   67.00       -1.8569
  18  79 -145.00   67.00       -1.8569
  19  79 -143.00   67.00       -1.0019
  20  79 -141.00   67.00       -1.0019
  21  79 -139.00   67.00       -1.0019
  22  79 -137.00   67.00       -1.0019
  23  79 -135.00   67.00        0.8435
  24  79 -133.00   67.00        1.7168
  25  79 -131.00   67.00        1.7168
  26  79 -129.00   67.00        1.7168
  27  79 -127.00   67.00        1.7168
  28  79 -125.00   67.00     9999.0000
  29  79 -123.00   67.00     9999.0000
  30  79 -121.00   67.00     9999.0000
  31  79 -119.00   67.00     9999.0000
  32  79 -117.00   67.00        4.0932
  33  79 -115.00   67.00        4.0932
  34  79 -113.00   67.00        4.0932
  35  79 -111.00   67.00        4.0932
  36  79 -109.00   67.00        4.0932
  37  79 -107.00   67.00        7.2934
  38  79 -105.00   67.00        7.2934
  39  79 -103.00   67.00        7.2934
  40  79 -101.00   67.00        7.2934
  41  79  -99.00   67.00        7.7423
  42  79  -97.00   67.00        7.9787
  43  79  -95.00   67.00        7.9787
  44  79  -93.00   67.00        7.9787
  45  79  -91.00   67.00        7.9787
  46  79  -89.00   67.00        7.6192
  47  79  -87.00   67.00        7.6192
  48  79  -85.00   67.00        7.6192
  49  79  -83.00   67.00        7.6192
  50  79  -81.00   67.00        6.5682
  51  79  -79.00   67.00        5.5172
  52  79  -77.00   67.00        5.5172
  53  79  -75.00   67.00        5.5172
  54  79  -73.00   67.00        5.5172
  55  79  -71.00   67.00        3.5514
  56  79  -69.00   67.00        3.5514
  57  79  -67.00   67.00        3.5514
  58  79  -65.00   67.00        3.5514
  59  79  -63.00   67.00        3.6910
  60  79  -61.00   67.00        3.8307
  61  79  -59.00   67.00        3.8307
  62  79  -57.00   67.00        3.8307
  63  79  -55.00   67.00        3.8307
  64  79  -53.00   67.00        0.4814
  65  79  -51.00   67.00        0.4814
  66  79  -49.00   67.00        0.4814
  67  79  -47.00   67.00        0.4814
  68  79  -45.00   67.00        0.4814
  69  79  -43.00   67.00     9999.0000
  70  79  -41.00   67.00     9999.0000
  71  79  -39.00   67.00     9999.0000
  72  79  -37.00   67.00     9999.0000
  73  79  -35.00   67.00       -0.6212
  74  79  -33.00   67.00       -0.6212
  75  79  -31.00   67.00       -0.6212
  76  79  -29.00   67.00       -0.6212
  77  79  -27.00   67.00       -0.1684
  78  79  -25.00   67.00        0.2844
  79  79  -23.00   67.00        0.2844
  80  79  -21.00   67.00        0.2844
  81  79  -19.00   67.00        0.2844
  82  79  -17.00   67.00        0.1684
  83  79  -15.00   67.00        0.1684
  84  79  -13.00   67.00        0.1684
  85  79  -11.00   67.00        0.1684
  86  79   -9.00   67.00        0.4201
  87  79   -7.00   67.00        0.6718
  88  79   -5.00   67.00        0.6718
  89  79   -3.00   67.00        0.6718
  90  79   -1.00   67.00        0.6718
  91  79    1.00   67.00        0.9194
  92  79    3.00   67.00        0.9194
  93  79    5.00   67.00        0.9194
  94  79    7.00   67.00        0.9194
  95  79    9.00   67.00        1.0277
  96  79   11.00   67.00        1.1360
  97  79   13.00   67.00        1.1360
  98  79   15.00   67.00        1.1360
  99  79   17.00   67.00        1.1360
 100  79   19.00   67.00        0.0637
 101  79   21.00   67.00        0.0637
 102  79   23.00   67.00        0.0637
 103  79   25.00   67.00        0.0637
 104  79   27.00   67.00       -0.0417
 105  79   29.00   67.00       -0.1471
 106  79   31.00   67.00       -0.1471
 107  79   33.00   67.00       -0.1471
 108  79   35.00   67.00       -0.1471
 109  79   37.00   67.00        0.2824
 110  79   39.00   67.00        0.2824
 111  79   41.00   67.00        0.2824
 112  79   43.00   67.00        0.2824
 113  79   45.00   67.00        0.5974
 114  79   47.00   67.00        0.9124
 115  79   49.00   67.00        0.9124
 116  79   51.00   67.00        0.9124
 117  79   53.00   67.00        0.9124
 118  79   55.00   67.00        0.8487
 119  79   57.00   67.00        0.8487
 120  79   59.00   67.00        0.8487
 121  79   61.00   67.00        0.8487
 122  79   63.00   67.00        0.8636
 123  79   65.00   67.00        0.8785
 124  79   67.00   67.00        0.8785
 125  79   69.00   67.00        0.8785
 126  79   71.00   67.00        0.8785
 127  79   73.00   67.00        1.7974
 128  79   75.00   67.00        1.7974
 129  79   77.00   67.00        1.7974
 130  79   79.00   67.00        1.7974
 131  79   81.00   67.00        3.1724
 132  79   83.00   67.00        4.5474
 133  79   85.00   67.00        4.5474
 134  79   87.00   67.00        4.5474
 135  79   89.00   67.00        4.5474
 136  79   91.00   67.00        5.7896
 137  79   93.00   67.00        5.7896
 138  79   95.00   67.00        5.7896
 139  79   97.00   67.00        5.7896
 140  79   99.00   67.00        5.7896
 141  79  101.00   67.00     9999.0000
 142  79  103.00   67.00     9999.0000
 143  79  105.00   67.00     9999.0000
 144  79  107.00   67.00     9999.0000
 145  79  109.00   67.00        3.8884
 146  79  111.00   67.00        3.8884
 147  79  113.00   67.00        3.8884
 148  79  115.00   67.00        3.8884
 149  79  117.00   67.00        3.8093
 150  79  119.00   67.00        3.7302
 151  79  121.00   67.00        3.7302
 152  79  123.00   67.00        3.7302
 153  79  125.00   67.00        3.7302
 154  79  127.00   67.00        6.9311
 155  79  129.00   67.00        6.9311
 156  79  131.00   67.00        6.9311
 157  79  133.00   67.00        6.9311
 158  79  135.00   67.00        9.1100
 159  79  137.00   67.00       11.2889
 160  79  139.00   67.00       11.2889
 161  79  141.00   67.00       11.2889
 162  79  143.00   67.00       11.2889
 163  79  145.00   67.00        6.1201
 164  79  147.00   67.00        6.1201
 165  79  149.00   67.00        6.1201
 166  79  151.00   67.00        6.1201
 167  79  153.00   67.00        6.2459
 168  79  155.00   67.00        6.3716
 169  79  157.00   67.00        6.3716
 170  79  159.00   67.00        6.3716
 171  79  161.00   67.00        6.3716
 172  79  163.00   67.00        4.7847
 173  79  165.00   67.00        4.7847
 174  79  167.00   67.00        4.7847
 175  79  169.00   67.00        4.7847
 176  79  171.00   67.00        2.1076
 177  79  173.00   67.00       -0.5695
 178  79  175.00   67.00       -0.5695
 179  79  177.00   67.00       -0.5695
 180  79  179.00   67.00       -0.5695
   1  80 -179.00   69.00       -1.7623
   2  80 -177.00   69.00       -1.7623
   3  80 -175.00   69.00       -1.7623
   4  80 -173.00   69.00       -1.7623
   5  80 -171.00   69.00       -2.2306
   6  80 -169.00   69.00       -4.3103
   7  80 -167.00   69.00       -4.3103
   8  80 -165.00   69.00       -4.3103
   9  80 -163.00   69.00       -4.3103
  10  80 -161.00   69.00        0.2611
  11  80 -159.00   69.00        0.2611
  12  80 -157.00   69.00        0.2611
  13  80 -155.00   69.00        0.2611
  14  80 -153.00   69.00       -0.0240
  15  80 -151.00   69.00       -0.3092
  16  80 -149.00   69.00       -0.3092
  17  80 -147.00   69.00       -0.3092
  18  80 -145.00   69.00       -0.3092
  19  80 -143.00   69.00        2.9761
  20  80 -141.00   69.00        2.9761
  21  80 -139.00   69.00        2.9761
  22  80 -137.00   69.00        2.9761
  23  80 -135.00   69.00        3.4629
  24  80 -133.00   69.00        3.8401
  25  80 -131.00   69.00        3.8401
  26  80 -129.00   69.00        3.8401
  27  80 -127.00   69.00        3.8401
  28  80 -125.00   69.00        5.2408
  29  80 -123.00   69.00        5.2408
  30  80 -121.00   69.00        5.2408
  31  80 -119.00   69.00        5.2408
  32  80 -117.00   69.00        4.8913
  33  80 -115.00   69.00        4.6204
  34  80 -113.00   69.00        4.6204
  35  80 -111.00   69.00        4.6204
  36  80 -109.00   69.00        4.6204
  37  80 -107.00   69.00        7.0144
  38  80 -105.00   69.00        7.0144
  39  80 -103.00   69.00        7.0144
  40  80 -101.00   69.00        7.0144
  41  80  -99.00   69.00        7.9296
  42  80  -97.00   69.00        8.8449
  43  80  -95.00   69.00        8.8449
  44  80  -93.00   69.00        8.8449
  45  80  -91.00   69.00        8.8449
  46  80  -89.00   69.00        7.5603
  47  80  -87.00   69.00        7.5603
  48  80  -85.00   69.00        7.5603
  49  80  -83.00   69.00        7.5603
  50  80  -81.00   69.00        6.8473
  51  80  -79.00   69.00        6.1343
  52  80  -77.00   69.00        6.1343
  53  80  -75.00   69.00        6.1343
  54  80  -73.00   69.00        6.1343
  55  80  -71.00   69.00        5.0553
  56  80  -69.00   69.00        5.0553
  57  80  -67.00   69.00        5.0553
  58  80  -65.00   69.00        5.0553
  59  80  -63.00   69.00        3.3389
  60  80  -61.00   69.00        1.6224
  61  80  -59.00   69.00        1.6224
  62  80  -57.00   69.00        1.6224
